id;db;Marca temporal;Correo electrónico;Nombre de la empresa;Dirección de la empresa;Teléfono de contacto;Por favor indique el número de colaboradores que tiene su empresa o comercio;¿En su empresa o comercio cuentan con colaboradoras mujeres?;Por favor indique el número de mujeres que trabajan en su empresa o comercio;Porcentaje mujeres;De sus empleadas mujeres, ¿Cuántas hacen parte de la cadena de distribución del negocio (conducen, reparten domicilios, acompañan las entregas, etc.)?;% mujeres en la distribución;De las mujeres vinculadas a la cadena logística de su empresa o comercio ¿Cuántas están vinculadas por contrato laboral?;% mujeres vinculadas;Entre sus colaboradoras mujeres, alguna(s) se identifica(n) con los siguientes grupos poblacionales:;¿Acompañan y/o apoyan el proceso formativo de las mujeres que hacen parte de la cadena logística?;Por favor, indique dentro de la siguientes categorías, cuál se relaciona con la actividad realizada en su comercio:;De acuerdo al listado señale en orden de importancia las 3 principales actividades comerciales que se desarrollan en su establecimiento:;Productos principales;¿Su establecimiento cuenta con espacio de bodega o almacenamiento de mercancías o productos?;¿Con cuántos espacios de bodega cuenta?;¿En qué piso se ubica(n) la(s) bodegas que sirven a su empresa o comercio?;Por favor, indique el área de la bodega que sirve a su comercio en metros cuadrados:;Por favor, indique la altura en metros de la bodega que sirve a su comercio:;¿El(los) espacio(s) de bodega están ubicados al interior de la ZUAP?;¿En qué municipio se encuentra ubicada la bodega que sirve a su comercio?;Por favor, indique el tipo de bodega con la que cuenta:;Por favor, seleccione los días en los cuales recibe materiales, materias primas o productos:;¿Cuántas veces por semana abastece su establecimiento?;Por favor, indique los horarios durante los cuales realiza las actividades de cargue y descargue de las mercancías:;Por favor, indique la forma en la que ingresa la mercancía a su comercio o área de bodega:;"En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en camión, carro o motocicleta es?";"En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en bicicleta es?";¿El establecimiento o bodega posee alguno de los siguientes elementos para el cargue y descargue de mercancías?;¿Qué medio realiza para el envío de sus artículos a domicilio?;¿Cuántos domicilios realiza a diario su establecimiento?;¿Qué medio realiza para el envío de sus ventas por internet?;¿Cuántos envíos de artículos vendidos por internet realiza a diario su establecimiento?;Ir al fin de la encuesta.;De acuerdo con el tipo de carga que distribuye su empresa, indique máximo 3 tipos en el siguiente listado:;¿El origen de la mercancía que transporta es el Valle de Aburrá?;Por favor, indique el municipio:;Por favor, indique cuántas entregas hace en el centro de Medellín al día:;Por favor, indique el número de establecimientos que surte en el centro de Medellín a diario:;¿Cuántos pedidos recibe su empresa diariamente que tienen como destino el centro de Medellín?;Por favor indique la cantidad de vehículos con combustión a diésel (ACPM) con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con combustión a gasolina con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con combustión a gas natural vehicular (GNV) con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con motor eléctrico con los que cuenta su empresa:;Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos anteriores a 1990];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 1991 y 2000];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2001 y 2010];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2011 y 2015];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos del 2016 en adelante];¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a ACPM?;¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a gasolina?;¿Cuánto es el rendimiento en metros cúbicos/kilómetro, de sus vehículos a GNV?;¿Cuánto es el rendimiento kilowatt-hora, de sus vehículos eléctricos?;¿Cuánto es el costo total por movilizar un camión cargado hacia el centro de Medellín?;¿Cuántas horas al volante permanece durante un turno de reparto una/un conductora/or en su empresa?;"De acuerdo con la siguiente escala, donde 1 es ""Muy compleja"" y 5 es ""Muy adecuada"" ¿Cómo considera la relación de sus conductores con los demás actores viales (peatones, ciclistas, conductores, transporte público) en el espacio público de la ZUAP?";¿Al interior de su empresa se realizan actividades que promuevan la actividad física entre sus calaboradoras/es?;¿Qué actividades se realizan?;¿Cuántas veces por semana se realizan actividades para promover la actividad física?;¿Conoce usted el Decreto No 1790 de noviembre 20 de 2012 (Decreto de Zona Amarilla o de cargue y descargue en el centro de la ciudad)?
278;dt;5/18/2022 13:06:39;No aplica ;Exóticos ;Carrera 46 56 18;3023909326;1;Sí;1;100%;0;0%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Confección y moda;Moda y textiles;Interno;1;1;3;2;Sí;Medellín;Recepción de mercancías;Lunes, Viernes;3;07:00 a 08:00, 08:00 a 09:00, 15:00 a 16:00, 16:00 a 17:00;"En carreta ""zorrilla""";5;1;Carretilla;No aplica;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
279;dt;5/18/2022 13:03:55;Indurtex.centro@gmail.com;River home;Carrera 55 # 48 - 32;3104943167;1;Sí;1;100%;0;0%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Textiles;Moda y textiles;Interno;1;2;250;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;En camión, sobre la vía;5;1;Rampa fija;Motocicleta, Van, Furgón;15;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
280;dt;5/18/2022 13:03:01;No aplica;Distribuidora dulces santo fimio ;Carrera 46 56 34;3155561934;1;Sí;1;100%;0;0%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Confitería saludable;Cacao, chocolate y confitería;No;0;;;;;;;Martes, Miércoles, Jueves;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;En motocicleta, En vehículo particular;5;1;Ninguna;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
281;dt;5/18/2022 13:00:46;administradormedellin@isko.com.co;Isko Colombia SAS;Calle 50 # 55a 25;3135138947;1;No;;0%;;;;;;No;Fabricante;Venta de materiales de construcción;Materiales de construcción;Interno;1;1;20;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;01:00 a 02:00, 02:00 a 03:00, 03:00 a 04:00, 04:00 a 05:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;1;A mano;Van;1;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
282;dt;5/18/2022 13:00:20;Papeleríataiwan1@gmail.com;Papelería taiwan;Kr 55 46 04;6045115128;4;Sí;1;25%;0;0%;1;100%;Madres cabeza de familia;Sí;Venta al detalle;Papelería;Papelería;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 17:00 a 18:00, 18:00 a 19:00;"En carreta ""zorrilla""";3;3;Carretilla;"Motocicleta, Carreta ""zorrilla""";5;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
283;dt;5/18/2022 12:56:53;ali_0231@hotmail.com;Perfumes y esencias fraiche ;Calle 46 51a 20;3245407572;3;Sí;3;100%;0;0%;3;100%;Ninguna de las anteriores;No;Venta al detalle;Perfumería;Cosméticos y productos de belleza;Interno;1;2;50;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;La periodicidad es quincenal;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;"En carreta ""zorrilla"", En vehículo particular";1;1;Ninguno;Motocicleta, Van;2;Motocicleta, Van;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
284;dt;5/18/2022 12:51:13;puntodeventacallecolombia@socoda.com.co;Socoda;Calle 50 # 55a 31;3172158578;1;No;;0%;;;;;;;Venta al detalle;Fabricación (manufacturas);Manufacturas;Interno;1;1;12;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Miércoles, Viernes;La periodicidad es mensual;12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;1;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
285;dt;5/18/2022 12:51:11;No aplica;Rico delicias;Carre 45 54 36;No aplica;3;Sí;2;67%;0;0%;2;100%;Madres cabeza de familia;Sí;Venta al detalle;Panaderia;Productos alimenticios;No;0;;;;;;;Martes;4;08:00 a 09:00, 09:00 a 10:00;En vehículo particular;5;2;Ninguno;Caminata;3;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
286;dt;5/18/2022 12:47:20;jyrlaromanasas@gmail.com;La romana;Calle 46 #51a 26 118;3225398465;3;Sí;2;67%;0;0%;2;100%;Ninguna de las anteriores;No;Venta al detalle;Joyeria;Joyas;No;0;;;;;;;Martes;La periodicidad es quincenal;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;"En carreta ""zorrilla""";4;3;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
287;dt;5/18/2022 12:47:17;ventas1@maderable.co;Maderables Colombia sas;CL 46 56 54;044731308;5;Sí;3;60%;0;0%;2;67%;Ninguna de las anteriores;Sí;Venta al detalle;Materiales insumos muebles hogar;Materiales de construcción;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;"En carreta ""zorrilla""";3;4;Carretilla, Rampa fija;Motocicleta;1;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
288;dt;5/18/2022 12:46:59;Compu-gemelas@hormail.com;Copy gemelas;Carrera 45 54 32;3007462756;2;Sí;2;100%;0;0%;2;100%;Ninguna de las anteriores;Sí;Venta al detalle;Papelería;Papelería;No;0;;;;;;;Viernes;La periodicidad es quincenal;10:00 a 11:00, 11:00 a 12:00;En vehículo particular;5;2;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
289;dt;5/18/2022 12:35:51;Maturin@tiendadeltriplex.com;La tienda del Triplex ;Calle 46 # 56 42;4481844 ext 800;17;Sí;6;35%;0;0%;6;100%;Ninguna de las anteriores;Sí;Proveedor Carpintería Marquetería;Ferretería Carpintería Marquetería;Ferretería;Externo, propio;3;1;1200;4;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En camión, sobre la vía;1;1;Carretilla, Descargue a mano;No se realizan domicilios;0;Furgón;10;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
290;dt;5/18/2022 12:31:53;ferdinando.cardona@gmail.com ;Surticamiseta ;Carrera 52a 45 95;5128403;3;Sí;2;67%;1;50%;2;100%;Madres cabeza de familia;No;Venta al detalle;Confección y moda;Moda y textiles;No;0;;;;;;;Lunes;2;08:00 a 09:00, 18:00 a 19:00;En camión, sobre la vía;5;5;Carretilla;Motocicleta;1;Motocicleta;4;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
291;dt;5/18/2022 12:25:13;Impresiones1016@gmail.com;Papelería atlantic;Carrera 51a 46 51 132;6045112158;2;Sí;1;50%;1;100%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Papelería;Papelería;Externo, alquilado;1;4;7;3;Sí;Medellín;Almacenamiento de inventarios;Jueves;La periodicidad es quincenal;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;"En carreta ""zorrilla""";4;5;Carretilla;Motocicleta;3;Motocicleta;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
292;dt;5/18/2022 12:23:22;Centroavisos@gmail.com;Centro avisos;Calle 54 53 14;3174240812;2;Sí;1;50%;0;0%;1;100%;Ninguna de las anteriores;Sí;Fabricante;Litografia;Papelería;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00;En vehículo particular;5;1;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
293;dt;5/18/2022 12:20:26;ferdinando.cardona@gmail.com ;Almacén celeste;CRA 52a 45 87;3004465784;2;Sí;1;50%;1;100%;1;100%;Ninguna de las anteriores;No;Fabricante;Confección y moda;Moda y textiles;No;0;;;;;;;Lunes;2;08:00 a 09:00;En camión, sobre la vía;5;5;Carretilla, No;No se realizan domicilios;2;No se realizan ventas por internet;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
294;dt;5/18/2022 12:17:56;Ferrolinecentro@gmail.com;Ferroline;Kr 55 46 15;6042311316;6;Sí;1;17%;0;0%;1;100%;Madres cabeza de familia;No;Venta al detalle;Ferretería;Ferretería;Interno;20;1;20;4;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;"En carreta ""zorrilla""";4;4;Carretilla;"Motocicleta, Carreta ""zorrilla""";1;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
295;dt;5/18/2022 12:15:31;willy320963@gmail.com;Espacios;Calle 50 # 55a 15;3146972510;3;Sí;2;67%;0;0%;2;100%;Ninguna de las anteriores;No;Venta al detalle;Electrodomésticos y hogar;Electrodomésticos;Interno;1;2;50;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00;En camión, sobre la vía;5;1;Carretilla;Van, Furgón;2;Van, Furgón;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
296;dt;5/18/2022 12:13:44;No aplica;Envientrega de Colombia SAS ; Calle 48 # 54 10;3147971110;8;Sí;2;25%;2;100%;2;100%;Ninguna de las anteriores;Sí;Venta al detalle correos ventas en línea Servicios de transporte y distribución de mercancías;Mensajería correos ventas en línea Servicios de transporte y distribución de mercancías;Mensajería;Interno;1;1;60;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""";5;1;Carretilla;"Van, Furgón, Carreta ""zorrilla""";32;No se realizan ventas por internet;32;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
297;dt;5/18/2022 12:13:37;No aplica ;Registró publicitario;Carrera 53 54 15;3013821273;4;No;;0%;;;;;;;Proveedor;Litografia;Papelería;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En motocicleta, En carreta ""zorrilla""";2;1;Ninguno ;Motocicleta;5;Motocicleta;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
298;dt;5/18/2022 12:12:00;Agrogeanjero.tenerife@gmail.com;Agro granjero sas;Kr 55 46 33;3046154431;2;Sí;1;50%;0;0%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Mascotas;Productos veterinarios y mascotas;No;0;;;;;;;Lunes, Martes;2;08:00 a 09:00;"En carreta ""zorrilla""";4;4;Carretilla;Caminata;3;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
299;dt;5/18/2022 12:08:07;ferdinando.cardona@gmail.com ;Santa Rosa ;CRA 53 A 45 03;3106301516;11;Sí;5;45%;1;20%;5;100%;Madres cabeza de familia, Migrantes;No;Fabricante;Restaurante;Restauración;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;08:00 a 09:00;En camión, sobre la vía;5;1;Carretilla;No se realizan domicilios;1;No;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
300;dt;5/18/2022 12:01:22;gestionhumana@univital.com.co;Univital;Calle # 55 51;3187881405;11;Sí;6;55%;1;17%;6;100%;Ninguna de las anteriores;No;Proveedor;Venta de productos de belleza;Cosméticos y productos de belleza;Interno;3;1;60;4;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;4;14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa;5;1;Carretilla;Motocicleta;10;Motocicleta;10;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
301;dt;5/18/2022 11:59:43;ferdinando.cardona@gmail.com ;La gran piñata;Calle 45 52 a 32;3217279425;11;Sí;6;55%;1;17%;6;100%;Madres cabeza de familia;No;Proveedor;Piñateria ;Juguetería y elementos deportivos;Interno;1;2;120;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;5;08:00 a 09:00;"En carreta ""zorrilla""";5;2;Rampa mecánica;Motocicleta;6;Motocicleta;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
302;dt;5/18/2022 11:52:44;No aplica;Cascos yc ;Carrera 52 número 56 80;3229901;3;Sí;1;33%;0;0%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Cascos;Mecánica;Interno;1;2;15;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;5;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00;En camión, sobre la vía;5;1;Ninguno ;Motocicleta;3;Motocicleta;4;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
303;dt;5/18/2022 11:47:22;ferdinando.cardona@gmail.com ;Juegos y juguetes ;Calle 45 52 a 44 ;3136562806;3;Sí;3;100%;1;33%;3;100%;Madres cabeza de familia;No;Venta al detalle;Juguetes ;Juguetería y elementos deportivos;No;0;;;;;;;Martes;1 vez por semana;09:00 a 10:00;En camión, sobre la vía;5;1;Carretilla;Caminata;4;No;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
304;dt;5/18/2022 11:41:12;Jcesar.narquez@hotmail.com;Sapolin;Carrera 52 55 49;3117245263;3;Sí;1;33%;0;0%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Pinturas;Arte y materiales para el arte;Interno;1;1;5;2;Sí;Medellín;Recepción de mercancías;Lunes, Martes;3;06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00;En camión, sobre la vía;1;1;Ninguna;Motocicleta;3;Motocicleta;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
305;dt;5/18/2022 11:37:17;agapesas2014@hotmail.com;Bienvenidos Bebés;Carrera 53 # 49 17;5120127;6;Sí;5;83%;0;0%;5;100%;Madres cabeza de familia;No;Venta al detalle;Textiles;Moda y textiles;Interno;1;2;90;2;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;2;Carretilla;Servicio de mensajería ;7;Motocicleta;7;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
306;dt;5/18/2022 11:33:44;ferdinando.cardona@gmail.com ;Ángel jeans;Calle 45 52 a 44;2317817;2;Sí;2;100%;1;50%;2;100%;Madres cabeza de familia;No;Venta al detalle;Confección y moda;Moda y textiles;Interno;1;2;10;2;Sí;Medellín;Almacenamiento de inventarios;Lunes;1 vez por semana;08:00 a 09:00;En camión, sobre la vía;5;1;Camina;Caminata;3;Caminata;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
307;dt;5/18/2022 11:28:23;Ferregomezla48sas@gmail.com;Ferre Gómez la 48;CL 48 54 76;3002922645;8;Sí;1;13%;0;0%;1;100%;Ninguna de las anteriores;No;Venta al detalle;Ferretería;Ferretería;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00;"En carreta ""zorrilla""";4;4;No tiene ninguna;No se realizan domicilios, Motocarga gasolina;10;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
308;dt;5/18/2022 11:21:18;ferdinando.cardona@gmail.com ;Camisas ;Calle 46 52a27;3205230621;2;Sí;1;50%;1;100%;1;100%;Ninguna de las anteriores;No;Fabricante;Confección y moda;Moda y textiles;Externo, propio;1;1;1;5;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;08:00 a 09:00, 17:00 a 18:00;"En carreta ""zorrilla""";5;1;No;Caminata;1;No se realizan ventas por internet;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
309;dt;5/18/2022 11:18:56;No aplica;Tapi estilos;Calle 57 número 54 189;3148562549;2;Sí;1;50%;0;0%;1;100%;Madres cabeza de familia;Sí;Venta al detalle;Productos de motos;Mecánica;Interno;1;1;10;2;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles;La periodicidad es quincenal;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;En vehículo particular;4;1;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
310;dt;5/18/2022 11:18:48;tegamedellin@hotmail.com;Tega electrodomésticos SAS;Calle 50# 53 31;5132220;14;Sí;13;93%;0;0%;13;100%;Madres cabeza de familia;No;Venta al detalle;Electrodomésticos y hogar;Electrodomésticos;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;2;10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00;En camión, sobre la vía;3;1;Carretilla;Furgón;10;Furgón;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
311;dt;5/18/2022 11:17:48;CalzadobucaramangaMedellín2@hotmail.com;Distri zapatos - calzado bucaramanga;Cr 54 4803;3147907153;12;Sí;9;75%;0;0%;0;0%;Madres cabeza de familia;No;Venta al detalle;Venta de calzado;Calzado;Interno;40;2;150;1,5;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00;"En carreta ""zorrilla""";3;3;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
312;dt;5/18/2022 11:07:11;No aplica;Zama ;Calle 57 54 163;3005245756;7;Sí;1;14%;0;0%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle Ferretería Maquinaria;Venta de materiales de construcción Ferretería Maquinaria;Materiales de construcción;Interno;2;1;200;8;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;2;05:00 a 06:00, 06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;En camión, sobre la vía, En camión, sobre el andén;5;1;Carretilla, Rampa fija;Furgón;4;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
313;dt;5/18/2022 11:06:49;ragoz05@hotmail.com;Distri moncho;CL 48 54 32;3137316622;6;Sí;4;67%;04;100%;4;100%;Madres cabeza de familia;No;Venta al detalle;Textiles;Moda y textiles;Interno;20;2;40;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;6 o más;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00;"En motocicleta, En carreta ""zorrilla""";4;4;Al hombro;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
314;dt;5/18/2022 11:06:00;csmcartera@gmail.com;GM Hogar;Calle 50 # 53 39;5205338;6;Sí;1;17%;0;0%;1;100%;Ninguna de las anteriores;No;Venta al detalle;Electrodomésticos y hogar;Electrodomésticos;Interno;1;1;20;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;1;Carretilla;"Furgón, Carreta ""zorrilla""";10;"Furgón, Carreta ""zorrilla""";10;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
315;dt;5/18/2022 11:05:10;ferdinando.cardona@gmail.com ;Mia. En línea camisas;Calle 46 42 a 31;3205230619;2;Sí;2;100%;1;50%;2;100%;Madres cabeza de familia;No;Fabricante;Confección y moda;Moda y textiles;Interno;1;1;10;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes;2;08:00 a 09:00;"En carreta ""zorrilla""";5;5;Caminata;No se realizan domicilios;1;No se realizan ventas por internet;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
