est_address,employees,¿en su empresa o comercio cuentan con colaboradoras mujeres?,female_employees,porcentaje mujeres,female_emplo_distri,women_distri_percentage,female_distri_vincu,hired_women_percentage,female_popg,female_support,economic_activity,specific_activity,main_products,warehouse,number_warehouse,warehouse_floor,warehouse_area,warehouse_height,zuap_warehouse,warehouse_municipality,warehouse_type,supply_day,supply_week,supply_schedule,supply_unloading,supply_safety_percep,supply_bic_safety_perception,warehouse_equipement,delivery_transp_mode,num_deliveries,online_trans_mode,num_online_deliveries
Carrera 54 # 51- 77,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Migrantes,No,Venta al detalle,Muebleria ,articulos para el hogar,No,0.0,,,,,,,"Lunes, Miércoles, Viernes",6 o más,"07:00 a 08:00, 09:00 a 10:00, 13:00 a 14:00, 18:00 a 19:00","En camión, sobre la vía",4,1,Carretilla,No se realizan domicilios,0,Vehículo particular,1
Cr 54 51 66,5,Sí,2.0,0.4,0.0,0.0,2.0,1.0,Mujeres pertenecientes a grupos étnicos,Sí,Proveedor Materiales y Eléctricos de Telecomunicaciones ,Ferretería Materiales y Eléctricos de Telecomunicaciones ,ferreteria,Interno,1.0,1.0,3.0,2.0,Sí,Medellín,Almacenamiento de inventarios,Lunes,1 vez por semana,09:00 a 10:00,"En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,Motocicleta,4,"Caminata, Motocicleta",3
Cl 51  54 30,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Decoración Muebles ,Fabricación (manufacturas) Decoración Muebles ,manufacturas,Interno,1.0,1.0,30.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Miércoles, Jueves",3,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",4,4,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Calle 51 # 54- 23,15,Sí,1.0,0.06666666666666667,1.0,1.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Envio de paquetes,mensajeria,Interno,1.0,1.0,40.0,2.5,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 19:00 a 20:00","En camión, sobre la vía",5,1,Carretilla,"Caminata, Motocicleta, Furgón, Carreta ""zorrilla""",200,"Caminata, Motocicleta, Furgón",200
Cl 51 54 18,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle Cigarrería Supermercados,Producción de alimentos Cigarrería Supermercados,productos alimenticios,Interno,1.0,1.0,10.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Jueves",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",4,5,Carretilla,Motocicleta,6,No se realizan ventas por internet,0
Calle 51 # 54- 17,5,Sí,3.0,0.6,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Iluminación,articulos para el hogar,Interno,2.0,3.0,14.0,2.2,Sí,Medellín,Recepción de mercancías,"Lunes, Miércoles, Jueves, Viernes",6 o más,"09:00 a 10:00, 13:00 a 14:00, 15:00 a 16:00","En camión, sobre la vía",4,1,Carretilla,Motocicleta,1,No se realizan ventas por internet,0
Cl 51 51 46 ,3,Sí,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,productos naturales para la belleza ,cosmeticos y productos de belleza,Interno,1.0,1.0,1.0,2.0,Sí,Medellín,Recepción de mercancías,Jueves,1 vez por semana,09:00 a 10:00,"En carreta ""zorrilla""",3,1,Rampa fija,Caminata,3,Motocicleta,2
Cr  54 51 74,1,Sí,1.0,1.0,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Venta al detalle Cigarrería,Confitería Cigarrería,"cacao, chocolate y confiteria",Interno,1.0,1.0,4.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Miércoles",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00",En vehículo particular,5,5,Carretilla,Caminata,4,No se realizan ventas por internet,0
Calle 51# 54- 33,4,Sí,1.0,0.25,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Venta al detalle,Iluminarias,articulos para el hogar,No,0.0,,,,,,,"Miércoles, Jueves, Sábado",4,"09:00 a 10:00, 12:00 a 13:00, 16:00 a 17:00","En camión, sobre la vía, En carreta ""zorrilla""",4,1,Carretilla,Motocicleta,2,No se realizan ventas por internet,0
Calke 51 51 18,2,Sí,2.0,1.0,1.0,0.5,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Papelería Perfumería,Elementos misceláneos Papelería Perfumería,articulos para el hogar,Interno,1.0,1.0,10.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Viernes",2,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00",En motocicleta,5,5,Carretilla,Caminata,2,No se realizan ventas por internet,0
Cl 52 49 108 ,3,No,,0.0,,,,,,,Venta al detalle,accesorios celulares ,electronica,No,0.0,,,,,,,Viernes,1 vez por semana,17:00 a 18:00,En motocicleta,3,3,Rampa fija,Motocicleta,2,Motocicleta,2
Cra 52  51 62,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle Electrodomésticos y hogar,Decoración Electrodomésticos y hogar,articulos para el hogar,No,0.0,,,,,,,Martes,1 vez por semana,09:00 a 10:00,En motocicleta,4,4,Ninguno se hace en bolsa Acarreo ,No se realizan domicilios,0,No se realizan ventas por internet,0
Cra 54 52 20,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Proveedor Fabricación (manufacturas) Decoración,Venta de materiales de construcción Fabricación (manufacturas) Decoración,materiales de construccion,Interno,1.0,1.0,10.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,Vehículo particular,4,"Caminata, Motocicleta",5
Cr 54 52 16,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Fabricante Solo trabajo en cuero ,Fabricación (manufacturas) Solo trabajo en cuero ,manufacturas,No,0.0,,,,,,,Lunes,1 vez por semana,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00",En motocicleta,5,5,Carretilla,"Bicicleta normal, Motocicleta",3,Van,0
CR 52 51 48,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Confección y moda,moda y textiles,Interno,1.0,1.0,5.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Miércoles, Viernes",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Clle52  49 84,6,Sí,3.0,0.5,3.0,1.0,3.0,1.0,Madres cabeza de familia,No,Proveedor,Carnicería,productos carnicos,Interno,1.0,1.0,8.0,2.0,Sí,Medellín,Cuartos fríos,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 10:00 a 11:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",4,4,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Calle 52 49 122,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Ventas de sombrillas,moda y textiles,No,0.0,,,,,,,Lunes,1 vez por semana,09:00 a 10:00,En motocicleta,5,5,No se requiere por el volumen ,No se realizan domicilios,0,No se realizan ventas por internet,0
Cl 52 5398,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Proveedor Carpintería Muebles ,Fabricación (manufacturas) Carpintería Muebles ,maderas,Interno,1.0,1.0,15.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Jueves",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,No se realizan domicilios,2,No se realizan ventas por internet,0
Cr 56 c 54 22,4,Sí,3.0,0.75,0.0,0.0,3.0,1.0,Madres cabeza de familia,Sí,Fabricante Carpintería,Fabricación (manufacturas) Carpintería,maderas,"Externo, propio",2.0,1.0,80.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, se descarga internamente",5,5,"Carretilla, Rampa fija, Parqueadero de uso interno",Vehículo particular,3,Vehículo particular,2
Cra 56C  54 02,4,Sí,2.0,0.5,0.0,0.0,2.0,1.0,Mujeres pertenecientes a grupos étnicos,Sí,Venta al detalle Fabricación (manufacturas) Decoración,Venta de materiales de construcción Fabricación (manufacturas) Decoración,materiales de construccion,Interno,1.0,1.0,6.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Viernes",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,"Caminata, Vehículo particular",2,"Caminata, Vehículo particular",2
Cr56 c 54 38,4,Sí,4.0,1.0,0.0,0.0,3.0,0.75,Madres cabeza de familia,Sí,Venta al detalle Ferretería,Venta de materiales de construcción Ferretería,materiales de construccion,Interno,1.0,1.0,12.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Miércoles",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En carreta ""zorrilla""",5,5,Carretilla,"Caminata, Bicicleta de carga",3,"Caminata, Carreta ""zorrilla""",4
Cr 52 52 43,3,Sí,3.0,1.0,0.0,0.0,3.0,1.0,Madres cabeza de familia,Sí,Proveedor Café gurmet venta ,Restaurante Café gurmet venta ,restauracion,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",3,08:00 a 09:00,En vehículo particular,5,5,Ninguno anteriores ,No se realizan domicilios,0,No se realizan ventas por internet,0
Cr 52 52 43,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Textiles Artesanías ,Decoración Textiles Artesanías ,articulos para el hogar,No,0.0,,,,,,,Martes,2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00",En vehículo particular,5,5,No hay bodega ,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 53 # 53 25,4,Sí,2.0,0.5,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Proveedor Cigarrería Expendio de bebidas alcohólicas,Confitería Cigarrería Expendio de bebidas alcohólicas,"cacao, chocolate y confiteria",Interno,1.0,1.0,120.0,5.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En camión, sobre la vía",5,3,Carretilla,No se realizan domicilios,0,"Caminata, Carreta ""zorrilla""",10
Cra 52 52 53,2,Sí,2.0,1.0,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Venta al detalle Venta café Gormet,Restaurante Venta café Gormet,cafe,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves",4,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En carreta ""zorrilla""",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Cra 51 # 53- 19,47,Sí,22.0,0.46808510638297873,0.0,0.0,18.0,0.8181818181818182,"Madres cabeza de familia, Migrantes",Sí,Venta al detalle venta y empeño,Compra venta y empeño,compraventa,Interno,17.0,1.0,15.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"03:00 a 04:00, 05:00 a 06:00, 07:00 a 08:00, 10:00 a 11:00","En camión, sobre la vía, En carreta ""zorrilla""",3,1,Carretilla,"Motocicleta, Furgón",2,"Motocicleta, Furgón",2
Cra 51 # 53- 113,5,Sí,3.0,0.6,0.0,0.0,3.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Servicios de salud,productos medicos y de salud,Interno,1.0,1.0,16.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo",6 o más,"09:00 a 10:00, 15:00 a 16:00","En camión, sobre la vía, En carreta ""zorrilla""",5,1,Carretilla,"Caminata, Motocicleta",10,"No se realizan ventas por internet, Caminata, Motocicleta",0
Cl 53 54 172,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Fabricante,Fabricación (manufacturas),manufacturas,Interno,1.0,1.0,25.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,Vehículo particular,3,No se realizan ventas por internet,0
Calle 54 # 54 64,8,Sí,7.0,0.875,0.0,0.0,7.0,1.0,"Madres cabeza de familia, Migrantes",No,Fabricante,Litografía ,papeleria,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",5,1,Carretilla,No se realizan domicilios,0,Vehículo particular,1
Calle 54 # 54 50,20,Sí,6.0,0.3,0.0,0.0,6.0,1.0,Ninguna de las anteriores,No,Fabricante,Artes gráficas ,arte y materiales para el arte,"Externo, alquilado",2.0,1.0,100.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",1 vez por semana,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,1,"Carretilla, Montacargas ",Servicio de mensajería ,1,Servicios de mensajería ,1
Carrera 53 54 15,4,No,,0.0,,,,,,,Proveedor,Litografia,papeleria,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En motocicleta, En carreta ""zorrilla""",2,1,Ninguno ,Motocicleta,5,Motocicleta,5
Cr 53 53 09,3,Sí,2.0,0.6666666666666666,1.0,0.5,2.0,1.0,"Madres cabeza de familia, Mujeres pertenecientes a grupos étnicos",Sí,Venta al detalle,Producción de alimentos,productos alimenticios,Interno,1.0,1.0,5.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Jueves",2,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,,No se realizan domicilios,0,No se realizan ventas por internet,0
CL 55 46 33,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Servicios de salud,productos medicos y de salud,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",1,1,Carretilla,Motocicleta,6,Motocicleta,8
Carrera 53 # 53 79,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Ferretería,ferreteria,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, sobre la vía",5,1,Ninguno,Motocicleta,1,No se realizan ventas por internet,0
Cra 51 # 53- 111,4,Sí,1.0,0.25,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Almacen de diferentes articulos,articulos para el hogar,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"04:00 a 05:00, 07:00 a 08:00, 12:00 a 13:00, 16:00 a 17:00",En motocicleta,4,3,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0
Calle 54 53 14,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Fabricante,Litografia,papeleria,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00",En vehículo particular,5,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0
CL  55 46 13,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Cigarreria,bares y ocio,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, sobre la vía, En bicicleta, En carreta ""zorrilla""",1,1,Carretilla,"Caminata, Motocicleta",12,No se realizan ventas por internet,0
L 55 46 11,3,Sí,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,"Madres cabeza de familia, Mujeres transgénero",No,Venta al detalle,Restaurante,restauracion,Interno,1.0,1.0,30.0,2.1,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En motocicleta, En bicicleta, En carreta ""zorrilla""",1,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Kr 46 54 99,3,Sí,3.0,1.0,3.0,1.0,3.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Producción de alimentos,productos alimenticios,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,14:00 a 15:00,"En bicicleta, En carreta ""zorrilla""",1,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 52 número 56 80,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Cascos,mecanica,Interno,1.0,2.0,15.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, sobre la vía",5,1,Ninguno ,Motocicleta,3,Motocicleta,4
Kr 46 54 97,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Todas las anteriores,Sí,Venta al detalle,Productos alimenticios  naturales,productos alimenticios,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 45 54 32,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Papelería,papeleria,No,0.0,,,,,,,Viernes,La periodicidad es quincenal,"10:00 a 11:00, 11:00 a 12:00",En vehículo particular,5,2,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0
Carre 45 54 36,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Panaderia,productos alimenticios,No,0.0,,,,,,,Martes,4,"08:00 a 09:00, 09:00 a 10:00",En vehículo particular,5,2,Ninguno,Caminata,3,No se realizan ventas por internet,0
Cra 48 55 14,4,Sí,2.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Venta al detalle,Servicios de salud,productos medicos y de salud,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En motocicleta",1,1,Carretilla,Motocicleta,14,Motocicleta,14
Calle 57 # 51d 65,9,Sí,2.0,0.2222222222222222,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Repuestos de moto,mecanica,Interno,1.0,2.0,80.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",4,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",4,1,Carretilla,Motocicleta,1,No se realizan ventas por internet,0
Cale 57 # 51d 71,6,Sí,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Repuestos para motos ,mecanica,Interno,3.0,3.0,80.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",1 vez por semana,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, sobre la vía",5,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Kr 47 55 10,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Optica,Servicios de salud Optica,productos medicos y de salud,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,12:00 a 13:00,"En carreta ""zorrilla""",3,3,Ninguno,Motocicleta,1,Motocicleta,1
Carrera 46 # 55 11,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Migrantes,No,Proveedor,Venta de calzado,calzado,Interno,1.0,2.0,50.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",La periodicidad es quincenal,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",3,3,Ninguna,No se realizan domicilios,0,Ninguna,0
Cra 48 54 42,3,Sí,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Plantas ,articulos para el hogar,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En carreta ""zorrilla""",1,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
