company_name,est_address,employees,has_female_employees,female_employees,porcentaje mujeres,female_emplo_distri,women_distri_percentage,female_distri_vincu,hired_women_percentage,female_popg,female_support,economic_activity,specific_activity,main_products,warehouse,number_warehouse,warehouse_floor,warehouse_area,warehouse_height,zuap_warehouse,warehouse_municipality,warehouse_type,supply_day,supply_week,supply_schedule,supply_unloading,supply_safety_percep,supply_bic_safety_perception,warehouse_equipement,delivery_transp_mode,num_deliveries,online_trans_mode,num_online_deliveries,supply_frequency_num,econ_main,econ_sub1,econ_sub2
Variedades Briner,Cra 52  51 62,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle Electrodomésticos y hogar,Decoración Electrodomésticos y hogar,articulos para el hogar,No,0.0,,,,,,,Martes,1 vez por semana,09:00 a 10:00,En motocicleta,4,4,Ninguno se hace en bolsa Acarreo,No se realizan domicilios,0,No se realizan ventas por internet,0,1,Venta al detalle,Electrodomésticos y hogar,
DECOPVC,Cra 54 52 20,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Proveedor Fabricación (manufacturas) Decoración,Venta de materiales de construcción Fabricación (manufacturas) Decoración,materiales de construccion,Interno,1.0,1.0,10.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,Vehículo particular,4,"Caminata, Motocicleta",5,,Proveedor,Fabricación (manufacturas),Decoración
Talabarteria HM,Cr 54 52 16,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Fabricante Solo trabajo en cuero,Fabricación (manufacturas) Solo trabajo en cuero,manufacturas,No,0.0,,,,,,,Lunes,1 vez por semana,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00",En motocicleta,5,5,Carretilla,"Bicicleta normal, Motocicleta",3,Van,0,1,Fabricante,Solo trabajo en cuero,
MEDEJEANS,CR 52 51 48,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Confección y moda,moda y textiles,Interno,1.0,1.0,5.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Miércoles, Viernes",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,,
Certicarnes,Clle52  49 84,6,Sí,3.0,0.5,3.0,1.0,3.0,1.0,Madres cabeza de familia,No,Proveedor,Carnicería,productos carnicos,Interno,1.0,1.0,8.0,2.0,yes,Medellín,Cuartos fríos,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 10:00 a 11:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",4,4,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,5,Proveedor,,
Sombrillas Yumar,Calle 52 49 122,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Ventas de sombrillas,moda y textiles,No,0.0,,,,,,,Lunes,1 vez por semana,09:00 a 10:00,En motocicleta,5,5,No se requiere por el volumen,No se realizan domicilios,0,No se realizan ventas por internet,0,1,Venta al detalle,,
Exhibiciones NAPOLES,Cl 52 5398,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Proveedor Carpintería Muebles,Fabricación (manufacturas) Carpintería Muebles,maderas,Interno,1.0,1.0,15.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Martes, Jueves",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,No se realizan domicilios,2,No se realizan ventas por internet,0,2,Proveedor,Carpintería,Muebles
EXHIBICIONES NENA,Cr 56 c 54 22,4,Sí,3.0,0.75,0.0,0.0,3.0,1.0,Madres cabeza de familia,Sí,Fabricante Carpintería,Fabricación (manufacturas) Carpintería,maderas,"Externo, propio",2.0,1.0,80.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, se descarga internamente",5,5,"Carretilla, Rampa fija, Parqueadero de uso interno",Vehículo particular,3,Vehículo particular,2,,Fabricante,Carpintería,
PISOS E IMAGEN,Cra 56C  54 02,4,Sí,2.0,0.5,0.0,0.0,2.0,1.0,Mujeres pertenecientes a grupos étnicos,Sí,Venta al detalle Fabricación (manufacturas) Decoración,Venta de materiales de construcción Fabricación (manufacturas) Decoración,materiales de construccion,Interno,1.0,1.0,6.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Martes, Viernes",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,"Caminata, Vehículo particular",2,"Caminata, Vehículo particular",2,2,Venta al detalle,Fabricación (manufacturas),Decoración
Ferretería la Minorista,Cr56 c 54 38,4,Sí,4.0,1.0,0.0,0.0,3.0,0.75,Madres cabeza de familia,Sí,Venta al detalle Ferretería,Venta de materiales de construcción Ferretería,materiales de construccion,Interno,1.0,1.0,12.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Martes, Miércoles",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En carreta ""zorrilla""",5,5,Carretilla,"Caminata, Bicicleta de carga",3,"Caminata, Carreta ""zorrilla""",4,2,Venta al detalle,Ferretería,
El  LABORATORIO de Café,Cr 52 52 43,3,Sí,3.0,1.0,0.0,0.0,3.0,1.0,Madres cabeza de familia,Sí,Proveedor Café gurmet venta,Restaurante Café gurmet venta,restauracion,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",3,08:00 a 09:00,En vehículo particular,5,5,Ninguno anteriores,No se realizan domicilios,0,No se realizan ventas por internet,0,,Proveedor,Café gurmet venta,
Museo De Antioquia,Cr 52 52 43,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Textiles Artesanías,Decoración Textiles Artesanías,articulos para el hogar,No,0.0,,,,,,,Martes,2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00",En vehículo particular,5,5,No hay bodega,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,Textiles,Artesanías
Cigarrera tres zzz,Carrera 53 # 53 25,4,Sí,2.0,0.5,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Proveedor Cigarrería Expendio de bebidas alcohólicas,Confitería Cigarrería Expendio de bebidas alcohólicas,"cacao, chocolate y confiteria",Interno,1.0,1.0,120.0,5.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En camión, sobre la vía",5,3,Carretilla,No se realizan domicilios,0,"Caminata, Carreta ""zorrilla""",10,6,Proveedor,Cigarrería,Expendio de bebidas alcohólicas
Tienda museo,Cra 52 52 53,2,Sí,2.0,1.0,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Venta al detalle Venta café Gormet,Restaurante Venta café Gormet,cafe,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves",4,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En carreta ""zorrilla""",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,,Venta al detalle,Venta café,Gormet
Presta expres agil SAS,Cra 51 # 53- 19,47,Sí,22.0,0.46808510638297873,0.0,0.0,18.0,0.8181818181818182,"Madres cabeza de familia, Migrantes",Sí,Venta al detalle venta y empeño,Compra venta y empeño,compraventa,Interno,17.0,1.0,15.0,2.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"03:00 a 04:00, 05:00 a 06:00, 07:00 a 08:00, 10:00 a 11:00","En camión, sobre la vía, En carreta ""zorrilla""",3,1,Carretilla,"Motocicleta, Furgón",2,"Motocicleta, Furgón",2,6,Venta al detalle,,
Drogueria del sur #2,Cra 51 # 53- 113,5,Sí,3.0,0.6,0.0,0.0,3.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Servicios de salud,productos medicos y de salud,Interno,1.0,1.0,16.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo",6 o más,"09:00 a 10:00, 15:00 a 16:00","En camión, sobre la vía, En carreta ""zorrilla""",5,1,Carretilla,"Caminata, Motocicleta",10,"No se realizan ventas por internet, Caminata, Motocicleta",0,6,Venta al detalle,,
Bazar del Vidrio,Cl 53 54 172,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Fabricante,Fabricación (manufacturas),manufacturas,Interno,1.0,1.0,25.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,Vehículo particular,3,No se realizan ventas por internet,0,,Fabricante,,
Digital Public,Calle 54 # 54 64,8,Sí,7.0,0.875,0.0,0.0,7.0,1.0,"Madres cabeza de familia, Migrantes",No,Fabricante,Litografía,papeleria,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",5,1,Carretilla,No se realizan domicilios,0,Vehículo particular,1,6,Fabricante,,
Sistemas Litograficos,Calle 54 # 54 50,20,Sí,6.0,0.3,0.0,0.0,6.0,1.0,Ninguna de las anteriores,No,Fabricante,Artes gráficas,arte y materiales para el arte,"Externo, alquilado",2.0,1.0,100.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",1 vez por semana,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,1,"Carretilla, Montacargas",Servicio de mensajería,1,Servicios de mensajería,1,1,Fabricante,,
Registró publicitario,Carrera 53 54 15,4,No,,0.0,,,,,nan,,Proveedor,Litografia,papeleria,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En motocicleta, En carreta ""zorrilla""",2,1,Ninguno,Motocicleta,5,Motocicleta,5,6,Proveedor,,
OLGA TORRES,Cr 53 53 09,3,Sí,2.0,0.6666666666666666,1.0,0.5,2.0,1.0,"Madres cabeza de familia, Mujeres pertenecientes a grupos étnicos",Sí,Venta al detalle,Producción de alimentos,productos alimenticios,Interno,1.0,1.0,5.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Martes, Jueves",2,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,nan,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,,
Droguería alemana,CL 55 46 33,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Servicios de salud,productos medicos y de salud,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",1,1,Carretilla,Motocicleta,6,Motocicleta,8,6,Venta al detalle,,
Electri tornillos,Carrera 53 # 53 79,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Ferretería,ferreteria,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, sobre la vía",5,1,Ninguno,Motocicleta,1,No se realizan ventas por internet,0,2,Venta al detalle,,
Artistico los marinillos,Cra 51 # 53- 111,4,Sí,1.0,0.25,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Almacen de diferentes articulos,articulos para el hogar,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"04:00 a 05:00, 07:00 a 08:00, 12:00 a 13:00, 16:00 a 17:00",En motocicleta,4,3,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Centro avisos,Calle 54 53 14,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Fabricante,Litografia,papeleria,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00",En vehículo particular,5,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Fabricante,,
Cigarrera danny,CL  55 46 13,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Cigarreria,bares y ocio,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, sobre la vía, En bicicleta, En carreta ""zorrilla""",1,1,Carretilla,"Caminata, Motocicleta",12,No se realizan ventas por internet,0,6,Venta al detalle,,
Cafetería perú,L 55 46 11,3,Sí,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,"Madres cabeza de familia, Mujeres transgénero",No,Venta al detalle,Restaurante,restauracion,Interno,1.0,1.0,30.0,2.1,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En motocicleta, En bicicleta, En carreta ""zorrilla""",1,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Panadería la oriental,Kr 46 54 99,3,Sí,3.0,1.0,3.0,1.0,3.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Producción de alimentos,productos alimenticios,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,14:00 a 15:00,"En bicicleta, En carreta ""zorrilla""",1,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Cascos yc,Carrera 52 número 56 80,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Cascos,mecanica,Interno,1.0,2.0,15.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, sobre la vía",5,1,Ninguno,Motocicleta,3,Motocicleta,4,5,Venta al detalle,,
Dulces y avellanas,Kr 46 54 97,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Todas las anteriores,Sí,Venta al detalle,Productos alimenticios  naturales,productos alimenticios,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Copy gemelas,Carrera 45 54 32,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Papelería,papeleria,No,0.0,,,,,,,Viernes,La periodicidad es quincenal,"10:00 a 11:00, 11:00 a 12:00",En vehículo particular,5,2,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,,
Rico delicias,Carre 45 54 36,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Panaderia,productos alimenticios,No,0.0,,,,,,,Martes,4,"08:00 a 09:00, 09:00 a 10:00",En vehículo particular,5,2,Ninguno,Caminata,3,No se realizan ventas por internet,0,,Venta al detalle,,
Macro descuentos 5,Cra 48 55 14,4,Sí,2.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Venta al detalle,Servicios de salud,productos medicos y de salud,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En motocicleta",1,1,Carretilla,Motocicleta,14,Motocicleta,14,6,Venta al detalle,,
Moto Fama,Calle 57 # 51d 65,9,Sí,2.0,0.2222222222222222,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Repuestos de moto,mecanica,Interno,1.0,2.0,80.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",4,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",4,1,Carretilla,Motocicleta,1,No se realizan ventas por internet,0,,Venta al detalle,,
Nasa motos,Cale 57 # 51d 71,6,Sí,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Repuestos para motos,mecanica,Interno,3.0,3.0,80.0,2.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",1 vez por semana,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, sobre la vía",5,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,1,Venta al detalle,,
Óptica vida,Kr 47 55 10,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Optica,Servicios de salud Optica,productos medicos y de salud,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,12:00 a 13:00,"En carreta ""zorrilla""",3,3,Ninguno,Motocicleta,1,Motocicleta,1,6,Venta al detalle,Optica,
Calzado Jara,Carrera 46 # 55 11,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Migrantes,No,Proveedor,Venta de calzado,calzado,Interno,1.0,2.0,50.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",La periodicidad es quincenal,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",3,3,Ninguna,No se realizan domicilios,0,Ninguna,0,2,Proveedor,,
Tienda naturista y esoterica parque de Bolivar,Cra 48 54 42,3,Sí,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Plantas,articulos para el hogar,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En carreta ""zorrilla""",1,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Salsamentaria multi tortas,Kr  48 55 10,1,No,,0.0,,,,,nan,,Venta al detalle,Salsamentaria,productos alimenticios,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En motocicleta, En bicicleta, En carreta ""zorrilla""",1,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Stop shop,Cr 46 56 22,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Confección y moda,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla""",5,3,Ninguno,"Caminata, Motocicleta",3,Motocicleta,2,6,Venta al detalle,,
Óptica San Francisco,Kr 47b 55 00,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Servicios de salud,productos medicos y de salud,No,0.0,,,,,,,"Jueves, Viernes",2,"13:00 a 14:00, 16:00 a 17:00","En carreta ""zorrilla""",1,1,Ninguna,Motocicleta,1,No se realizan ventas por internet,0,2,Venta al detalle,,
Distribuidora dulces santo fimio,Carrera 46 56 34,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Confitería saludable,"cacao, chocolate y confiteria",No,0.0,,,,,,,"Martes, Miércoles, Jueves",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En motocicleta, En vehículo particular",5,1,Ninguna,No se realizan domicilios,0,No se realizan ventas por internet,0,,Venta al detalle,,
Exóticos,Carrera 46 56 18,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Confección y moda,moda y textiles,Interno,1.0,1.0,3.0,2.0,yes,Medellín,Recepción de mercancías,"Lunes, Viernes",3,"07:00 a 08:00, 08:00 a 09:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla""",5,1,Carretilla,No aplica,0,No se realizan ventas por internet,0,,Venta al detalle,,
Sapolin,Carrera 52 55 49,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Pinturas,arte y materiales para el arte,Interno,1.0,1.0,5.0,2.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes",3,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, sobre la vía",1,1,Ninguna,Motocicleta,3,Motocicleta,2,,Venta al detalle,,
Vitrinas antioquia,Calle 57 54 169,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Vitrina,muebles de oficina,Interno,1.0,1.0,160.0,4.0,yes,Medellín,Recepción de mercancías,"Martes, Miércoles",3,"07:00 a 08:00, 08:00 a 09:00","En camión, sobre la vía",5,1,No aplica,No se realizan domicilios,0,No se realizan ventas por internet,0,,Venta al detalle,,
