id,db,Marca temporal,Nombre de la empresa,Dirección de la empresa,Teléfono de contacto,Por favor indique el número de colaboradores que tiene su empresa o comercio,¿En su empresa o comercio cuentan con colaboradoras mujeres?,Por favor indique el número de mujeres que trabajan en su empresa o comercio,Porcentaje mujeres,"De sus empleadas mujeres, ¿Cuántas hacen parte de la cadena de distribución del negocio (conducen, reparten domicilios, acompañan las entregas, etc.)?",% mujeres en la distribución,De las mujeres vinculadas a la cadena logística de su empresa o comercio ¿Cuántas están vinculadas por contrato laboral?,% mujeres vinculadas,"Entre sus colaboradoras mujeres, alguna(s) se identifica(n) con los siguientes grupos poblacionales:",¿Acompañan y/o apoyan el proceso formativo de las mujeres que hacen parte de la cadena logística?,"Por favor, indique dentro de la siguientes categorías, cuál se relaciona con la actividad realizada en su comercio:",De acuerdo al listado señale en orden de importancia las 3 principales actividades comerciales que se desarrollan en su establecimiento:,Productos principales,¿Su establecimiento cuenta con espacio de bodega o almacenamiento de mercancías o productos?,¿Con cuántos espacios de bodega cuenta?,¿En qué piso se ubica(n) la(s) bodegas que sirven a su empresa o comercio?,"Por favor, indique el área de la bodega que sirve a su comercio en metros cuadrados:","Por favor, indique la altura en metros de la bodega que sirve a su comercio:",¿El(los) espacio(s) de bodega están ubicados al interior de la ZUAP?,¿En qué municipio se encuentra ubicada la bodega que sirve a su comercio?,"Por favor, indique el tipo de bodega con la que cuenta:","Por favor, seleccione los días en los cuales recibe materiales, materias primas o productos:",¿Cuántas veces por semana abastece su establecimiento?,"Por favor, indique los horarios durante los cuales realiza las actividades de cargue y descargue de las mercancías:","Por favor, indique la forma en la que ingresa la mercancía a su comercio o área de bodega:","En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en camión, carro o motocicleta es?","En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en bicicleta es?",¿El establecimiento o bodega posee alguno de los siguientes elementos para el cargue y descargue de mercancías?,¿Qué medio realiza para el envío de sus artículos a domicilio?,¿Cuántos domicilios realiza a diario su establecimiento?,¿Qué medio realiza para el envío de sus ventas por internet?,¿Cuántos envíos de artículos vendidos por internet realiza a diario su establecimiento?,Ir al fin de la encuesta.,"De acuerdo con el tipo de carga que distribuye su empresa, indique máximo 3 tipos en el siguiente listado:",¿El origen de la mercancía que transporta es el Valle de Aburrá?,"Por favor, indique el municipio:","Por favor, indique cuántas entregas hace en el centro de Medellín al día:","Por favor, indique el número de establecimientos que surte en el centro de Medellín a diario:",¿Cuántos pedidos recibe su empresa diariamente que tienen como destino el centro de Medellín?,Por favor indique la cantidad de vehículos con combustión a diésel (ACPM) con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con combustión a gasolina con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con combustión a gas natural vehicular (GNV) con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con motor eléctrico con los que cuenta su empresa:,"Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos anteriores a 1990]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 1991 y 2000]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2001 y 2010]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2011 y 2015]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos del 2016 en adelante]","¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a ACPM?","¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a gasolina?","¿Cuánto es el rendimiento en metros cúbicos/kilómetro, de sus vehículos a GNV?","¿Cuánto es el rendimiento kilowatt-hora, de sus vehículos eléctricos?",¿Cuánto es el costo total por movilizar un camión cargado hacia el centro de Medellín?,¿Cuántas horas al volante permanece durante un turno de reparto una/un conductora/or en su empresa?,"De acuerdo con la siguiente escala, donde 1 es ""Muy compleja"" y 5 es ""Muy adecuada"" ¿Cómo considera la relación de sus conductores con los demás actores viales (peatones, ciclistas, conductores, transporte público) en el espacio público de la ZUAP?",¿Al interior de su empresa se realizan actividades que promuevan la actividad física entre sus calaboradoras/es?,¿Qué actividades se realizan?,¿Cuántas veces por semana se realizan actividades para promover la actividad física?,¿Conoce usted el Decreto No 1790 de noviembre 20 de 2012 (Decreto de Zona Amarilla o de cargue y descargue en el centro de la ciudad)?,establishment_type_clean
272,dt,2022-05-19 14:42:29.842,Boutic de extenciones,Cra 52 # 50-7,3002211197,3,Sí,2.0,0.6666666666666666,1.0,0.5,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Extenciones ee cabello,Cosméticos y productos de belleza,Interno,1.0,2.0,16.0,2.2,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",4,"04:00 a 05:00, 07:00 a 08:00, 12:00 a 13:00","En camión, en vías aledañas, En motocicleta, En carreta ""zorrilla""",4,1,Carretilla,Motocicleta,2,Motocicleta,3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,dt,2022-05-17 14:28:10.336,Muebleo Mobiliario,Cl 51 53 89,313 307 24 89,12,Sí,6.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,muebles,Artículos para el hogar,No,0.0,,,,,,,"Miércoles, Viernes",2,"09:00 a 10:00, 17:00 a 18:00","En carreta ""zorrilla""",4,3,ninguno,"Vehículo particular, Furgón",3,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,dt,2022-05-17 14:40:56.062,Papelería Boyacá,Cl 51 52 77,511 39 44,1,No,,0.0,,,,,,,Fabricante Papelería,Fabricación (manufacturas) Papelería,Papelería,Interno,1.0,1.0,2.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Jueves",1 vez por semana,17:00 a 18:00,"En carreta ""zorrilla"", En vehículo particular",3,4,Rampa fija,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,dt,2022-05-17 14:54:56.751,Punto Clave,Kr 52 50 68,313 529 25 26,2,Sí,2.0,1.0,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle Elementos misceláneos,Electrodomésticos y hogar Elementos misceláneos,Electrodomésticos,No,0.0,,,,,,,Lunes,1 vez por semana,17:00 a 18:00,En vehículo particular,2,3,Rampa fija,Motocicleta,1,Motocicleta,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,dt,2022-05-17 14:56:10.696,Servi llaves,Clle 51  51 73,3113347569,1,No,,0.0,,,,,,,Proveedor,Ferretería,Ferretería,No,0.0,,,,,,,Jueves,1 vez por semana,08:00 a 09:00,En bicicleta,4,4,Carretilla,"No se realizan domicilios, Caminata",6,Caminata,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,dt,2022-05-17 15:02:41.961,Pioner Technology,Cl 51 51 51,310 597 81 67,25,Sí,13.0,0.52,3.0,0.23076923076923078,6.0,0.46153846153846156,"Madres cabeza de familia, Migrantes",Sí,Proveedor accesorios par celulares,Electrodomésticos y hogar accesorios par celulares,Electrodomésticos,Interno,1.0,1.0,10.0,4.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Viernes",3,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",4,2,Parqueadero de uso interno,Motocicleta,4,Motocicleta,5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,dt,2022-05-17 09:31:33.416,Cristal,Cra52 48 44,3112972520,13,Sí,13.0,1.0,2.0,0.15384615384615385,13.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Confección y moda Textiles,Elementos misceláneos Confección y moda Textiles,Artículos para el hogar,Interno,1.0,2.0,500.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",4,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",4,5,Carretilla,Caminata,5,Caminata,3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,dt,2022-05-17 14:49:59.567,Libreria Católica y Apostólica,Cra51 52 37,3004492385,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle Artículos religiosos,Decoración Artículos religiosos,Artículos para el hogar,No,0.0,,,,,,,Miércoles,1 vez por semana,08:00 a 09:00,En bicicleta,5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,dt,2022-05-19 17:44:18.575,Inversiones tebecaris,Calle 51 # 52- 31,5130648,9,Sí,5.0,0.5555555555555556,1.0,0.2,5.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Tienda Naturista y articulos para reposteria y puñateria,Productos alimenticios,No,0.0,,,,,,,"Martes, Miércoles, Jueves, Sábado",2,"03:00 a 04:00, 07:00 a 08:00, 11:00 a 12:00","En motocicleta, En bicicleta",3,3,Carretilla,Caminata,4,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,dt,2022-05-19 13:00:39.180,PERFUQUIMICOS,Clke54 56a 61,3021130382,6,Sí,6.0,1.0,1.0,0.16666666666666666,6.0,1.0,"Madres cabeza de familia, Mujeres pertenecientes a grupos étnicos",Sí,Proveedor,Perfumería,Cosméticos y productos de belleza,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En carreta ""zorrilla"", En vehículo particular",5,5,Rampa fija,"Caminata, Motocicleta",4,"Caminata, Motocicleta",5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,dt,2022-05-19 22:25:53.685,Acril Gaficas Aguirre,Cl. 54 #56-27 Local 102,3173394852,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Fabricante Papelería Publicidad,Fabricación (manufacturas) Papelería Publicidad,Papelería,Interno,1.0,1.0,3.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, sobre la vía",5,5,Rampa fija,"Caminata, Motocicleta",4,"Caminata, Motocicleta",2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,dt,2022-05-19 22:32:26.401,Litrografia Colibri,Cl 54 #56 27,3117873102,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Fabricante Litografía,Papelería Litografía,Papelería,No,0.0,,,,,,,Martes,1 vez por semana,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00",En vehículo particular,5,5,"Rampa mecánica, No hay bodega","Bicicleta normal, Motocicleta",4,"Caminata, Bicicleta normal",5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,dt,2022-05-16 12:24:34.542,Claro,Cra 49 51 21,3147706328,153,Sí,105.0,0.6862745098039216,8.0,0.0761904761904762,105.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Telecomunicaciones,Servicios de telecomunicaciones,Interno,2.0,2.0,89.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, estacionado en parqueadero propiedad de un tercero",4,4,Elevador,"Caminata, Motocicleta",6,15,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,dt,2022-05-17 09:39:16.416,El palacio de las ofertas,Cra52 48 80,3228364924,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Elementos misceláneos,Artículos para el hogar,Interno,1.0,1.0,5.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",2,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""",4,4,Carretilla,No se realizan domicilios,1,Caminata,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,dt,2022-05-19 17:53:40.728,El Dorado,Calle 51 # 52- 53,5128176,2,Sí,1.0,0.5,1.0,1.0,0.0,0.0,Víctimas del conflicto armado,Sí,Venta al detalle,Articulos religiosos,Artículos para el hogar,"Externo, alquilado",1.0,1.0,9.0,2.5,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Viernes",6 o más,"09:00 a 10:00, 14:00 a 15:00, 18:00 a 19:00",En vehículo particular,4,1,Las personas lo llevan cargados,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,dt,2022-05-19 12:48:46.926,DUCAPLAST,CL 54 56A 53,4445072,6,Sí,4.0,0.6666666666666666,0.0,0.0,4.0,1.0,"Madres cabeza de familia, Mujeres pertenecientes a grupos étnicos",Sí,Venta al detalle correos ventas en línea Ferretería Todo en plásticos y desechables,Mensajería correos ventas en línea Ferretería Todo en plásticos y desechables,Mensajería,Interno,1.0,1.0,30.0,5.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,dt,2022-05-19 12:54:08.964,Cielo Razos en PVC,Cl 5456A 69,3118620392,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Fabricación (manufacturas) Decoración,Venta de materiales de construcción Fabricación (manufacturas) Decoración,Materiales de construcción,Interno,1.0,1.0,8.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00","En camión, se descarga internamente",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,dt,2022-05-18 15:23:49.275,Iluminacilnes y Materiales Eléctricos,Cr 55 51 01,5131073,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Materiales eléctricos,Decoración Materiales eléctricos,Artículos para el hogar,No,0.0,,,,,,,"Lunes, Jueves",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, en vías aledañas",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,dt,2022-05-19 23:37:33.317,Servicio kas 24 horas,Cl. 54 #53 55,6042962191,10,Sí,8.0,0.8,1.0,0.125,8.0,1.0,"Madres cabeza de familia, Mujeres pertenecientes a grupos étnicos",Sí,Fabricante Centro de impresiones,Fabricación (manufacturas) Centro de impresiones,Manufacturas,Interno,240.0,1.0,40.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,5,Carretilla,Motocicleta,3,Motocicleta,5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,dt,2022-05-18 15:33:40.077,MG Electricos s.a.s,Cl 51 54 66,5125795,4,No,,0.0,,,,,,,Venta al detalle Bonbilleria lámparas fluorescentes,Ferretería Bonbilleria lámparas fluorescentes,Ferretería,Interno,1.0,1.0,30.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Miércoles, Jueves",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,4,Carretilla,Caminata,3,Motocicleta,5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,dt,2022-05-18 15:28:44.633,Eléctricas y Materiales Delta s.a.s,Cr 54 51 19,3017842173,6,Sí,4.0,0.6666666666666666,0.0,0.0,4.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Maquinaria Articulos eléctricos,Venta de materiales de construcción Maquinaria Articulos eléctricos,Materiales de construcción,No,0.0,,,,,,,"Lunes, Viernes",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00",En vehículo particular,5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,dt,2022-05-19 22:37:49.286,BODEGA DE VIDRIOS Y ESPEJOS,D 55a 55 21,3913959278,3,Sí,2.0,0.6666666666666666,1.0,0.5,2.0,1.0,Madres cabeza de familia,Sí,Fabricante Fabricación (manufacturas),Venta de materiales de construcción Fabricación (manufacturas),Materiales de construcción,No,0.0,,,,,,,"Lunes, Miércoles",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, sobre la vía",5,5,Rampa fija,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,dt,2022-05-19 16:25:27.815,Muebles el Profe,Cra 54 # 51- 75,3015390568,3,Sí,2.0,0.6666666666666666,2.0,1.0,0.0,0.0,"Madres cabeza de familia, Víctimas del conflicto armado",Sí,Fabricante,Muebleria,Artículos para el hogar,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, sobre la vía, En carreta ""zorrilla""",3,1,Carretilla,Vehículo particular,2,Vehículo particular,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,dt,2022-05-19 22:45:22.116,ELECTROINDUSTRISLES JJS,Cr 55 51 109,3112239325,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Elementos eléctricos,Electrodomésticos,Interno,1.0,1.0,2.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00",En vehículo particular,5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,dt,2022-05-20 11:35:46.655,Muebles Salo,Carrera 54 # 51- 77,3044492330,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Migrantes,No,Venta al detalle,Muebleria,Artículos para el hogar,No,0.0,,,,,,,"Lunes, Miércoles, Viernes",6 o más,"07:00 a 08:00, 09:00 a 10:00, 13:00 a 14:00, 18:00 a 19:00","En camión, sobre la vía",4,1,Carretilla,No se realizan domicilios,0,Vehículo particular,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,dt,2022-05-18 15:53:21.305,Redes & Obras,Cr 54 51 66,3505079161,5,Sí,2.0,0.4,0.0,0.0,2.0,1.0,Mujeres pertenecientes a grupos étnicos,Sí,Proveedor Materiales y Eléctricos de Telecomunicaciones,Ferretería Materiales y Eléctricos de Telecomunicaciones,Ferretería,Interno,1.0,1.0,3.0,2.0,Sí,Medellín,Almacenamiento de inventarios,Lunes,1 vez por semana,09:00 a 10:00,"En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,Motocicleta,4,"Caminata, Motocicleta",3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,dt,2022-05-18 15:39:18.561,Galeria el Delfin,Cl 51  54 30,3015003690,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Decoración Muebles,Fabricación (manufacturas) Decoración Muebles,Manufacturas,Interno,1.0,1.0,30.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Miércoles, Jueves",3,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",4,4,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,dt,2022-05-20 11:58:06.102,Envia,Calle 51 # 54- 23,6096901 ext 3053,15,Sí,1.0,0.06666666666666667,1.0,1.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Envio de paquetes,Mensajería,Interno,1.0,1.0,40.0,2.5,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 19:00 a 20:00","En camión, sobre la vía",5,1,Carretilla,"Caminata, Motocicleta, Furgón, Carreta ""zorrilla""",200,"Caminata, Motocicleta, Furgón",200,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,dt,2022-05-18 15:45:00.624,Abarriteria,Cl 51 54 18,3135677317,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle Cigarrería Supermercados,Producción de alimentos Cigarrería Supermercados,Productos alimenticios,Interno,1.0,1.0,10.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Jueves",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",4,5,Carretilla,Motocicleta,6,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,dt,2022-05-19 17:04:43.353,Todo Led,Calle 51 # 54- 17,5116537,5,Sí,3.0,0.6,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Iluminación,Artículos para el hogar,Interno,2.0,3.0,14.0,2.2,Sí,Medellín,Recepción de mercancías,"Lunes, Miércoles, Jueves, Viernes",6 o más,"09:00 a 10:00, 13:00 a 14:00, 15:00 a 16:00","En camión, sobre la vía",4,1,Carretilla,Motocicleta,1,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,dt,2022-05-17 15:09:17.858,Star Bien,Cl 51 51 46,313 610 48 78,3,Sí,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,productos naturales para la belleza,Cosméticos y productos de belleza,Interno,1.0,1.0,1.0,2.0,Sí,Medellín,Recepción de mercancías,Jueves,1 vez por semana,09:00 a 10:00,"En carreta ""zorrilla""",3,1,Rampa fija,Caminata,3,Motocicleta,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,dt,2022-05-18 15:59:22.616,Confiteria El Manero,Cr  54 51 74,3204570456,1,Sí,1.0,1.0,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Venta al detalle Cigarrería,Confitería Cigarrería,"Cacao, chocolate y confitería",Interno,1.0,1.0,4.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Miércoles",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00",En vehículo particular,5,5,Carretilla,Caminata,4,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,dt,2022-05-20 12:09:00.800,Electricos Industriales Heloim S.A.S,Calle 51# 54- 33,3217577709/ 3104907641,4,Sí,1.0,0.25,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Venta al detalle,Iluminarias,Artículos para el hogar,No,0.0,,,,,,,"Miércoles, Jueves, Sábado",4,"09:00 a 10:00, 12:00 a 13:00, 16:00 a 17:00","En camión, sobre la vía, En carreta ""zorrilla""",4,1,Carretilla,Motocicleta,2,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,dt,2022-05-17 15:04:26.236,El Papá de los Accesorios,Calke 51 51 18,3136156592,2,Sí,2.0,1.0,1.0,0.5,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Papelería Perfumería,Elementos misceláneos Papelería Perfumería,Artículos para el hogar,Interno,1.0,1.0,10.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Viernes",2,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00",En motocicleta,5,5,Carretilla,Caminata,2,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,dt,2022-05-17 15:15:40.792,Mobil Accesorios,Cl 52 49 108,300 512 86 66,3,No,,0.0,,,,,,,Venta al detalle,accesorios celulares,Electrónica,No,0.0,,,,,,,Viernes,1 vez por semana,17:00 a 18:00,En motocicleta,3,3,Rampa fija,Motocicleta,2,Motocicleta,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,dt,2022-05-18 16:04:05.097,Variedades Briner,Cra 52  51 62,3152855589,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle Electrodomésticos y hogar,Decoración Electrodomésticos y hogar,Artículos para el hogar,No,0.0,,,,,,,Martes,1 vez por semana,09:00 a 10:00,En motocicleta,4,4,Ninguno se hace en bolsa Acarreo,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
